store_id,category_type,category_value,source_name
31215,menu_category,Phở/Mỳ Xào,menu_item_from_top5_json
31215,menu_category,Đồ Ăn Thêm,menu_item_from_top5_json
31215,menu_category,Đồ Uống,menu_item_from_top5_json
11471,primary,Bún/Phở/Mỳ/Cháo,store_from_top5_json
11471,google_type,Nhà hàng phở,google_maps_unique
11471,foody_category,Quán ăn,foody_hust_places
11471,menu_category,Deal 1K,menu_item_from_top5_json
11471,menu_category,PHỞ,menu_item_from_top5_json
11471,menu_category,CƠM RANG (BÁN BUỔI TRƯA),menu_item_from_top5_json
11471,menu_category,Nước ngọt,menu_item_from_top5_json
11471,menu_category,Combo cùng coca,menu_item_from_top5_json
99491,primary,Cà Phê/Trà,store_from_top5_json
99491,google_type,Quán cà phê,google_maps_unique
99491,menu_category,Cafe Pha Máy,menu_item_from_top5_json
99491,menu_category,Matcha,menu_item_from_top5_json
99491,menu_category,Cacao,menu_item_from_top5_json
99491,menu_category,Giải Khát,menu_item_from_top5_json
99491,menu_category,Sữa Chua,menu_item_from_top5_json
99491,menu_category,Trà Nhúng,menu_item_from_top5_json
55021,primary,Cà Phê/Trà,store_from_top5_json
55021,google_type,Quán cà phê,google_maps_unique
55021,foody_category,Café/Dessert,foody_hust_places
55021,foody_cuisine,Món Bắc,foody_hust_places
55021,menu_category,Best Seller,menu_item_from_top5_json
55021,menu_category,Cà Phê,menu_item_from_top5_json
55021,menu_category,Nước Ép Hoa Quả,menu_item_from_top5_json
