subject,predicate,object,properties
store:5117,HAS_PRIMARY_CATEGORY,category:cafe_tea,{}
store:5117,LOCATED_IN,area:bach_khoa:hai_ba_trung,{}
store:24209,HAS_PRIMARY_CATEGORY,category:sinh_to_nuoc_ep_sua,{}
store:24209,LOCATED_IN,area:bach_khoa:hai_ba_trung,{}
store:27878,HAS_PRIMARY_CATEGORY,category:an_vat,{}
store:27878,LOCATED_IN,area:bach_khoa:hai_ba_trung,{}
store:28819,HAS_PRIMARY_CATEGORY,category:cafe_tea,{}
store:28819,LOCATED_IN,area:bach_khoa:hai_ba_trung,{}
store:32441,HAS_PRIMARY_CATEGORY,category:noodle_rice_fastcasual,{}
store:32441,LOCATED_IN,area:bach_khoa:hai_ba_trung,{}
store:37364,HAS_PRIMARY_CATEGORY,category:mon_truyen_thong_đac_san,{}
store:37364,LOCATED_IN,area:bach_khoa:hai_ba_trung,{}
store:86930,HAS_PRIMARY_CATEGORY,category:noodle_rice_fastcasual,{}
store:86930,LOCATED_IN,area:phuong_bach_khoa:quan_hai_ba_trung,{}
store:96198,HAS_PRIMARY_CATEGORY,category:cafe_tea,{}
store:96198,LOCATED_IN,area:phuong_bach_khoa:quan_hai_ba_trung,{}
store:118180,HAS_PRIMARY_CATEGORY,category:cafe_tea,{}
store:118180,LOCATED_IN,area:phuong_bach_mai:phuong_bach_mai,{}
store:118304,HAS_PRIMARY_CATEGORY,category:cafe_tea,{}
store:118304,LOCATED_IN,area:phuong_bach_mai:phuong_bach_mai,{}
store:5117,HAS_CATEGORY,category:cafe_tea,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:5117,HAS_CATEGORY,category:quan_ca_phe,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:5117,HAS_CATEGORY,category:ca_phe,"{""category_type"": ""offering"", ""source"": ""google""}"
store:5117,HAS_CATEGORY,category:nha_hang_thuc_an_nhanh,"{""category_type"": ""offering"", ""source"": ""google""}"
store:5117,HAS_CATEGORY,category:ca_phe_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:5117,HAS_CATEGORY,category:mon_trang_mieng_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:5117,HAS_CATEGORY,category:nhieu_tra_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:24209,HAS_CATEGORY,category:sinh_to_nuoc_ep_sua,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:27878,HAS_CATEGORY,category:an_vat,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:27878,HAS_CATEGORY,category:quan_an_nho,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:27878,HAS_CATEGORY,category:nha_hang_thuc_an_nhanh,"{""category_type"": ""offering"", ""source"": ""google""}"
store:28819,HAS_CATEGORY,category:cafe_tea,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:28819,HAS_CATEGORY,category:quan_ca_phe,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:28819,HAS_CATEGORY,category:ca_phe,"{""category_type"": ""offering"", ""source"": ""google""}"
store:28819,HAS_CATEGORY,category:nha_hang_thuc_an_nhanh,"{""category_type"": ""offering"", ""source"": ""google""}"
store:28819,HAS_CATEGORY,category:ca_phe_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:28819,HAS_CATEGORY,category:mon_trang_mieng_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:28819,HAS_CATEGORY,category:nhieu_tra_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:32441,HAS_CATEGORY,category:noodle_rice_fastcasual,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:32441,HAS_CATEGORY,category:nha_hang_han_quoc,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:32441,HAS_CATEGORY,category:nha_hang_thuc_an_nhanh,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:mon_truyen_thong_đac_san,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:37364,HAS_CATEGORY,category:quan_an_nho,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:nha_hang_an_nhanh,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:nha_hang_pho,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:nha_hang,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:quan_an_nhe,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:an_thoa_thich,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:bia,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:ca_phe,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:cac_mon_chay,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:cac_mon_thuan_chay,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:co_gio_giam_gia_đac_biet,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:đo_an_khuya,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:đo_uong_vao_gio_vang,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:mon_an_tu_nguyen_lieu_huu_co,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:nha_hang_thuc_an_nhanh,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:phan_an_nho,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:phong_an_rieng_tu,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:quay_rau_tron,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:ruou,"{""category_type"": ""offering"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:cho_ngoi_tren_san_thuong,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:lo_suoi,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:37364,HAS_CATEGORY,category:the_thao,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:86930,HAS_CATEGORY,category:noodle_rice_fastcasual,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:86930,HAS_CATEGORY,category:nha_hang_an_nhanh,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:86930,HAS_CATEGORY,category:nha_hang_thuc_an_nhanh,"{""category_type"": ""offering"", ""source"": ""google""}"
store:96198,HAS_CATEGORY,category:cafe_tea,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:96198,HAS_CATEGORY,category:quan_ca_phe,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:96198,HAS_CATEGORY,category:ca_phe,"{""category_type"": ""offering"", ""source"": ""google""}"
store:118180,HAS_CATEGORY,category:cafe_tea,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:118180,HAS_CATEGORY,category:quan_ca_phe,"{""category_type"": ""place_type"", ""source"": ""google""}"
store:118180,HAS_CATEGORY,category:ca_phe,"{""category_type"": ""offering"", ""source"": ""google""}"
store:118180,HAS_CATEGORY,category:ca_phe_ngon,"{""category_type"": ""highlight"", ""source"": ""google""}"
store:118304,HAS_CATEGORY,category:cafe_tea,"{""category_type"": ""primary"", ""source"": ""befood""}"
store:118304,HAS_CATEGORY,category:quan_ca_phe,"{""category_type"": ""place_type"", ""source"": ""google""}"
