store_id,store_key,store_name,rated_at,rating,feedback,source,review_id,name_norm,aspect_scores,sentiment,confidence
22455,22455,Phở Cuốn Hoa Lan - Trần Hưng Đạo,,4.8,"80k 1 suất cơm sườn ntn, coi có giống ảnh mô tả chút nào không? hỏi thật bán như thế này có thấy cắn rứt lương tâm không ạ????",befood_comment,e9eb2557d4ad64af,pho-cuon-hoa-lan-tran-hung-dao,{},neutral,0.0
22455,22455,Phở Cuốn Hoa Lan - Trần Hưng Đạo,,4.8,nay ăn thấy thịt bò dai và nhiều gân mỡ quá. phở chiên trứng hơi ngấm dầu,befood_comment,8c781e7c90c675af,pho-cuon-hoa-lan-tran-hung-dao,{},neutral,0.0
14976,14976,Cơm Sườn Cay HiMC - Hà Kế Tấn,,4.9,"Đáng đồng tiền, Đóng gói tốt, Sạch sẽ, Ngon xỉu",befood_comment,cfbe21c057cd6d88,com-suon-cay-himc-ha-ke-tan,{},neutral,0.0
14976,14976,Cơm Sườn Cay HiMC - Hà Kế Tấn,,4.9,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",befood_comment,c6ce8cd5f4d49254,com-suon-cay-himc-ha-ke-tan,{},neutral,0.0
14976,14976,Cơm Sườn Cay HiMC - Hà Kế Tấn,,4.9,"Đóng gói tốt, Ngon xỉu, Đáng đồng tiền, Sạch sẽ",befood_comment,c4a3ecf19f8fe8ae,com-suon-cay-himc-ha-ke-tan,{},neutral,0.0
14976,14976,Cơm Sườn Cay HiMC - Hà Kế Tấn,,4.9,"ăn nhiều lần r nhma vẫn cứ có vài lần bị kh đúng ý, nước thì kh có ống hút, gọi thêm rong biển thì giao thiếu rong biển?, Sai/Thiếu món",befood_comment,38b56ac64679d1ce,com-suon-cay-himc-ha-ke-tan,{},neutral,0.0
14976,14976,Cơm Sườn Cay HiMC - Hà Kế Tấn,,4.9,quán quá ok có thạch dai tặng đúng cơm thì 10đ,befood_comment,3cc9d4210bbfcd8f,com-suon-cay-himc-ha-ke-tan,{},neutral,0.0
118507,118507,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước",,4.7,"4 miếng chả, 5-6 thanh bánh cuốn, hành phi được đóng riêng vào túi zip, có rau ăn kèm nhưng mình không ăn được loại đó nên không bỏ vô bát, nước mắm để vào ly nhựa nhỏ riêng. Bánh cuốn nhân nhiều, Ngon xỉu, Đóng gói tốt, Sạch sẽ",befood_comment,0518770f0d6dbabf,banh-cuon-bun-tron-duc-anh-tran-huu-tuoc,{},neutral,0.0
118507,118507,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước",,4.7,"rất ngon, bánh nóng, nước chấm vừa vị, Ngon xỉu, Đáng đồng tiền",befood_comment,49383b0941231112,banh-cuon-bun-tron-duc-anh-tran-huu-tuoc,{},neutral,0.0
118507,118507,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước",,4.7,"Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ",befood_comment,0690b4f513a1009b,banh-cuon-bun-tron-duc-anh-tran-huu-tuoc,{},neutral,0.0
118507,118507,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước",,4.7,"Sạch sẽ, Đóng gói tốt",befood_comment,58240b758d2a6229,banh-cuon-bun-tron-duc-anh-tran-huu-tuoc,{},neutral,0.0
118507,118507,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước",,4.7,Giá hơi đắt,befood_comment,00062a63fdf0af06,banh-cuon-bun-tron-duc-anh-tran-huu-tuoc,{},neutral,0.0
118507,118507,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước",,4.7,kh thích có hạt tiêu,befood_comment,cff58d2c4ad26ba5,banh-cuon-bun-tron-duc-anh-tran-huu-tuoc,{},neutral,0.0
128321,128321,"Cơm, Phở Xào & Miến Xào - Cù Chính Lan",,5.0,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",befood_comment,578412fd0c97a27b,com-pho-xao-mien-xao-cu-chinh-lan,{},neutral,0.0
